epoch,train_loss,val_loss,val_accuracy
1,1.3870635294581468,0.8814284801483154,0.5233812949640287
2,1.3293063396110776,1.4898723363876343,0.5233812949640287
3,1.331673587994874,1.7369097471237183,0.4766187050359712
4,1.3716672429733585,2.403502941131592,0.4766187050359712
5,1.231622981534032,1.2610177993774414,0.5233812949640287
6,1.3359810632931548,0.8442893624305725,0.4766187050359712
7,1.2300923478759016,1.8712669610977173,0.5233812949640287
8,1.1875400411712325,2.330960273742676,0.5233812949640287
9,1.1307278719102944,1.331024169921875,0.4766187050359712
10,1.1716593619350484,2.2456021308898926,0.5233812949640287
11,1.1364307370555127,2.1010966300964355,0.5233812949640287
12,0.9818490513913646,0.8293169140815735,0.4766187050359712
13,1.218435522137006,1.0082627534866333,0.5233812949640287
14,1.1014551989724108,1.4647419452667236,0.4766187050359712
15,1.084117150585805,1.0912622213363647,0.4766187050359712
16,1.014783068719827,0.704597532749176,0.4766187050359712
17,1.0408841529873671,1.2691696882247925,0.5233812949640287
18,1.1074580490884347,0.6958802342414856,0.4766187050359712
19,1.025438765371667,0.9638671875,0.4766187050359712
20,1.2066001555824108,0.9644280076026917,0.4766187050359712
21,0.9815414023259802,0.6822129487991333,0.5773381294964028
22,0.956232218310834,0.7161812782287598,0.5233812949640287
23,1.0372881412720798,1.5314357280731201,0.4766187050359712
24,1.0164307873026845,0.7238429188728333,0.4766187050359712
25,0.9895899460585146,1.92010498046875,0.4766187050359712
26,0.9254477804493979,1.4233977794647217,0.5233812949640287
27,0.9514351825572412,1.0665709972381592,0.5233812949640287
28,0.9606808328993521,1.4030860662460327,0.4766187050359712
29,0.9376245806583248,0.6936643719673157,0.4766187050359712
30,0.9789576901341815,0.6799005270004272,0.4784172661870504
31,0.9269168106943892,0.6897643208503723,0.4766187050359712
32,0.938801480273522,0.8885763883590698,0.4766187050359712
33,0.8391485011883546,0.6700997352600098,0.5773381294964028
34,0.8223668703191295,0.6721261143684387,0.5773381294964028
35,0.7902498035643456,0.8250287771224976,0.5233812949640287
36,0.7975090694341612,2.1008522510528564,0.4766187050359712
37,0.8673990649288166,1.1984176635742188,0.4766187050359712
38,0.8335911066400098,0.6495316028594971,0.579136690647482
39,0.8640036907404299,0.9057247638702393,0.5233812949640287
40,0.8130226567327198,0.7253178954124451,0.5755395683453237
41,0.8174934714884975,0.6515191793441772,0.5377697841726619
42,0.8280962998133852,0.6430073976516724,0.5593525179856115
43,0.8010490519514174,0.672515869140625,0.4982014388489209
44,0.7935132132302206,0.9111605882644653,0.5287769784172662
45,0.7932345049169782,1.1021568775177002,0.5233812949640287
46,0.7981640173743728,0.8572385311126709,0.4766187050359712
47,0.7482341911974172,0.595231294631958,0.7715827338129496
48,0.7154660710661543,0.6475870013237,0.5341726618705036
49,0.6748989330976195,0.5831426382064819,0.6366906474820144
50,0.7070104000751954,0.9401148557662964,0.5755395683453237
51,0.6430931889436525,0.5694555044174194,0.7769784172661871
52,0.6723318828596074,0.7918896079063416,0.579136690647482
53,0.6835579185107977,0.6393860578536987,0.579136690647482
54,0.6085147521131912,0.7139521241188049,0.579136690647482
55,0.7093068899092831,0.5480219721794128,0.6996402877697842
56,0.6202398377836743,0.5649322867393494,0.7140287769784173
57,0.6386027437832269,0.8871802091598511,0.48741007194244607
58,0.6284539202804342,0.6838520765304565,0.579136690647482
59,0.5816172307163463,0.5515215396881104,0.6312949640287769
60,0.5723365913474415,0.6844438910484314,0.5161870503597122
61,0.5890073820525921,0.5428061485290527,0.6402877697841727
62,0.5809558657631579,0.593068540096283,0.6007194244604317
63,0.5697115994906007,0.5147731304168701,0.7122302158273381
64,0.5494158238722686,0.5094761252403259,0.7931654676258992
65,0.5745344394126061,0.9440957307815552,0.49640287769784175
66,0.5120393222299368,0.568793773651123,0.6169064748201439
67,0.5236981987201754,0.729327917098999,0.5161870503597122
68,0.517107129606885,0.5202391743659973,0.7428057553956835
69,0.5537562771242838,0.4925800561904907,0.7823741007194245
70,0.49888427587094364,1.050313115119934,0.579136690647482
71,0.5085466591853486,0.484318345785141,0.789568345323741
72,0.46792560261630195,0.7038519978523254,0.5899280575539568
73,0.5328294524787944,0.45237863063812256,0.8201438848920863
74,0.4660585837582112,0.45806071162223816,0.7859712230215827
75,0.4783145484490633,0.6357306838035583,0.6079136690647482
76,0.45762286984346195,0.4450254440307617,0.8273381294964028
77,0.4687537059409293,0.4680194556713104,0.7302158273381295
78,0.4328649278590938,0.5120846629142761,0.75
79,0.423255144945945,0.4320712387561798,0.8255395683453237
80,0.43304809435484165,1.0052391290664673,0.5053956834532374
81,0.44874956119656295,0.43228277564048767,0.8327338129496403
82,0.4019557142354303,0.5291491150856018,0.6780575539568345
83,0.4093910696027731,0.4290540814399719,0.8255395683453237
84,0.4002252971197452,0.5799294114112854,0.6438848920863309
85,0.3982764679480651,0.4160212576389313,0.8345323741007195
86,0.39113937686660816,0.5138127207756042,0.7068345323741008
87,0.39205662635788624,0.4361650347709656,0.7787769784172662
88,0.3818649880014417,0.43345093727111816,0.7787769784172662
89,0.361389090984268,0.45715245604515076,0.789568345323741
90,0.37180348917446066,0.40816035866737366,0.8327338129496403
91,0.38372861311168405,0.6351487636566162,0.6528776978417267
92,0.3622831133156948,0.7356772422790527,0.6241007194244604
93,0.36306423807616495,0.40705063939094543,0.829136690647482
94,0.35180794847864977,0.411275714635849,0.8273381294964028
95,0.35143169198472024,0.4192255139350891,0.7877697841726619
96,0.33557422674491244,0.5049001574516296,0.7140287769784173
97,0.332434122658216,0.4011617600917816,0.8165467625899281
98,0.3365818277128856,0.4245358407497406,0.7787769784172662
99,0.3281991034679078,0.393469899892807,0.8219424460431655
100,0.32780726097661705,0.4028230905532837,0.8273381294964028
101,0.31889187656292667,0.5331518054008484,0.7464028776978417
102,0.3133851252915568,0.3914797604084015,0.8237410071942446
103,0.324941028981314,0.49528971314430237,0.7122302158273381
104,0.3099957067973976,0.39447033405303955,0.814748201438849
105,0.30845225358508505,0.3833436369895935,0.8381294964028777
106,0.3140870396723784,0.41595926880836487,0.7859712230215827
107,0.2967959349083503,0.3807017505168915,0.8345323741007195
108,0.29455230791978826,0.3793628513813019,0.8345323741007195
109,0.28864599247737704,0.3784859776496887,0.8345323741007195
110,0.28738847722453287,0.5784286260604858,0.6960431654676259
111,0.29520672620121075,0.42388716340065,0.8165467625899281
112,0.28137529517604876,0.3925324082374573,0.8075539568345323
113,0.2802230735610917,0.3750704526901245,0.8381294964028777
114,0.2867833587539352,0.3975808322429657,0.7967625899280576
115,0.2699876145125509,0.45765817165374756,0.8057553956834532
116,0.27656474849062423,0.38192108273506165,0.8183453237410072
117,0.2792477394306998,0.3752327263355255,0.8345323741007195
118,0.270233991069871,0.5391197204589844,0.7122302158273381
119,0.2660198414019774,0.37972891330718994,0.8399280575539568
120,0.267508653726786,0.40664583444595337,0.8237410071942446
121,0.26453208018937985,0.4137362837791443,0.7841726618705036
122,0.25967113036982703,0.36909642815589905,0.8363309352517986
123,0.255051271281281,0.37038537859916687,0.8345323741007195
124,0.25152356985022173,0.41918453574180603,0.8129496402877698
125,0.25137759720296915,0.4143237769603729,0.8111510791366906
126,0.24441470899516426,0.37293946743011475,0.8381294964028777
127,0.23928904012080413,0.37088826298713684,0.841726618705036
